2	69	367	1917	20.000000	5	705824	3986	-45.159592	-42.761963	0.087269	0.000073	0.000208	0.000483	0.000023	0.000200	0.000512	
2	67	367	1890	20.000000	5	695888	7863	-44.925850	-41.381569	0.062201	0.000056	0.001031	0.001544	0.000111	0.000425	0.002208	
2	66	367	1576	20.000000	5	580336	3155	27.139490	29.261576	0.063645	0.000038	0.000269	0.000400	0.000042	0.000209	0.000445	
11	69	300	1917	20.000000	5	577318	9879	-44.641296	-41.579590	0.066468	0.000071	0.000578	0.000981	0.000071	0.000413	0.001147	
11	67	300	1890	20.000000	5	569191	11402	-44.373734	-39.852715	0.052241	0.000057	0.000771	0.000915	0.000067	0.000459	0.001320	
4	69	279	1917	20.000000	5	537040	11288	-45.882065	-42.260826	0.065047	0.000093	0.000370	0.001246	0.000027	0.000417	0.001262	
4	67	279	1890	20.000000	5	529480	9845	-45.281616	-41.304359	0.048899	0.000083	0.000488	0.001004	0.000029	0.000341	0.001147	
15	69	272	1917	20.000000	5	523614	22260	-23.378572	-11.534237	0.063454	0.000093	0.003244	0.004875	0.000138	0.000547	0.004710	
15	67	272	1890	20.000000	5	516243	6325	-43.072159	-39.583740	0.048387	0.000130	0.000443	0.000739	0.000046	0.000216	0.000800	
2	65	367	1290	20.000000	5	475088	5136	48.073402	51.963623	0.052809	0.000091	0.000930	0.000255	0.000047	0.000334	0.000710	
11	66	300	1576	20.000000	5	474677	8636	4.857781	9.161885	0.045487	0.000081	0.000798	0.000585	0.000031	0.000395	0.001125	
14	69	244	1917	20.000000	5	469910	30184	-42.220261	-38.262939	0.056660	0.000041	0.002153	0.002060	0.000056	0.000357	0.003239	
2	5	367	1272	20.000000	5	468464	29272	37.179451	60.423553	0.043592	0.000107	0.001449	0.002704	0.000080	0.000899	0.003620	
14	67	244	1890	20.000000	5	463295	22483	13.417654	17.058218	0.044063	0.000075	0.001776	0.002106	0.000069	0.000381	0.002491	
2	2	367	1212	20.000000	5	446384	12215	-32.639709	-27.613291	0.049665	0.000085	0.000715	0.001192	0.000029	0.000469	0.001484	
4	66	279	1576	20.000000	5	441560	4314	-11.558319	-8.057928	0.041925	0.000096	0.000361	0.000410	0.000044	0.000187	0.000647	
12	69	226	1917	20.000000	5	435386	6301	-45.540535	-41.530449	0.057122	0.000046	0.000344	0.000796	0.000023	0.000250	0.000995	
15	66	272	1576	20.000000	5	430521	7145	51.747162	54.825020	0.039992	0.000169	0.000660	0.000589	0.000052	0.000327	0.000944	
12	67	226	1890	20.000000	5	429257	6074	-43.919548	-40.501045	0.039757	0.000142	0.000617	0.000534	0.000046	0.000240	0.000882	
16	69	221	1917	20.000000	5	425796	14602	-44.277672	-42.164001	0.057272	0.000116	0.000708	0.001505	0.000027	0.000239	0.001831	
16	67	221	1890	20.000000	5	419802	3388	-44.747185	-42.260521	0.040797	0.000168	0.000127	0.000664	0.000039	0.000131	0.000508	
18	69	211	1917	20.000000	5	406616	4730	-45.609093	-41.834473	0.053586	0.000124	0.000636	0.000350	0.000047	0.000200	0.000646	
18	67	211	1890	20.000000	5	400892	7835	-43.156349	-37.919853	0.038729	0.000131	0.000792	0.000750	0.000053	0.000259	0.000979	
11	65	300	1290	20.000000	5	388591	8832	546.231934	548.716431	0.050383	0.000292	0.000962	0.001289	0.000100	0.000636	0.001157	
14	66	244	1576	20.000000	5	386365	4060	43.037285	47.518768	0.044438	0.000064	0.000475	0.000286	0.000042	0.000217	0.000618	
11	5	300	1272	20.000000	5	383173	12879	14.329161	20.761072	0.040383	0.000156	0.001082	0.000884	0.000033	0.000636	0.001545	
2	7	367	1027	20.000000	5	378304	19646	-5.875030	5.935559	0.056667	0.000125	0.000670	0.003932	0.000107	0.000818	0.003705	
2	12	367	1014	20.000000	5	373520	6325	-29.862322	-24.953491	0.035298	0.000144	0.000511	0.000662	0.000023	0.000323	0.000837	
3	69	193	1917	20.000000	5	372092	7266	-43.718765	-39.973343	0.047784	0.000167	0.000307	0.001069	0.000058	0.000199	0.000998	
3	67	193	1890	20.000000	5	366854	6958	-44.174278	-41.076225	0.036307	0.000075	0.000344	0.000898	0.000024	0.000184	0.000933	
11	2	300	1212	20.000000	5	365113	4897	-30.597563	-26.983969	0.047288	0.000083	0.000642	0.000296	0.000041	0.000088	0.000651	
4	65	279	1290	20.000000	5	361480	4075	6.908017	10.541077	0.047296	0.000117	0.000407	0.000469	0.000027	0.000215	0.000581	
12	66	226	1576	20.000000	5	357979	5993	11.946826	16.398914	0.034282	0.000163	0.000702	0.000380	0.000029	0.000246	0.000811	
4	5	279	1272	20.000000	5	356440	4468	-4.253985	-0.400222	0.029483	0.000063	0.000625	0.001004	0.000075	0.000342	0.001548	
15	65	272	1290	20.000000	5	352443	3494	75.265350	78.859451	0.043357	0.000061	0.000401	0.000253	0.000025	0.000220	0.000566	
16	66	221	1576	20.000000	5	350094	4945	32.181206	37.132088	0.041662	0.000090	0.000533	0.000489	0.000025	0.000185	0.000645	
15	5	272	1272	20.000000	5	347529	8866	63.156570	66.158852	0.030308	0.000082	0.000990	0.000540	0.000031	0.000381	0.001121	
4	2	279	1212	20.000000	5	339640	6553	-30.556652	-28.609579	0.044061	0.000135	0.000594	0.001102	0.000085	0.000481	0.000829	
2	11	367	917	20.000000	5	337824	5156	-25.354664	-22.402985	0.038426	0.000023	0.000175	0.000714	0.000019	0.000242	0.000665	
18	66	211	1576	20.000000	5	334324	1704	46.187195	48.514351	0.032359	0.000144	0.000338	0.000495	0.000022	0.000110	0.000303	
15	2	272	1212	20.000000	5	331149	7123	-32.883133	-28.372200	0.037244	0.000125	0.000854	0.000397	0.000027	0.000229	0.000933	
14	65	244	1290	20.000000	5	316295	45000	86.685387	75.501305	0.041567	0.000334	0.005460	0.000391	0.000046	0.000813	0.005855	
2	13	367	858	20.000000	5	316112	8052	-26.075472	-22.817249	0.030299	0.000051	0.000758	0.001128	0.000052	0.000465	0.001076	
14	5	244	1272	20.000000	5	311885	3619	53.060905	58.106812	0.025891	0.000188	0.000835	0.000376	0.000073	0.000236	0.000981	
11	7	300	1027	20.000000	5	309428	9572	-28.530375	-25.236687	0.029902	0.000046	0.000837	0.001297	0.000094	0.000442	0.001714	
2	6	367	836	20.000000	5	308016	22515	2.177479	22.629736	0.026542	0.000085	0.001168	0.005397	0.000125	0.000733	0.005978	
3	66	193	1576	20.000000	5	305938	5747	23.180185	26.776884	0.030929	0.000114	0.000557	0.000616	0.000068	0.000267	0.001226	
11	12	300	1014	20.000000	5	305515	8400	-29.375067	-24.913509	0.041473	0.000053	0.001670	0.001048	0.000067	0.000563	0.002746	
5	69	158	1917	20.000000	5	304962	4282	-46.458572	-43.398880	0.033960	0.000096	0.000589	0.000676	0.000065	0.000112	0.000916	
5	67	158	1890	20.000000	5	300669	10015	-42.595749	-37.367996	0.030071	0.000072	0.000853	0.001315	0.000068	0.000273	0.001741	
20	69	155	1917	20.000000	5	299208	3433	-45.611870	-43.620293	0.036967	0.000144	0.000376	0.000835	0.000068	0.000118	0.000909	
14	2	244	1212	20.000000	5	297185	5638	-32.318161	-29.064959	0.038744	0.000054	0.000573	0.000957	0.000059	0.000255	0.001131	
20	67	155	1890	20.000000	5	294996	2926	-43.506393	-42.375404	0.028965	0.000084	0.000753	0.000295	0.000036	0.000130	0.000654	
12	65	226	1290	20.000000	5	293057	10939	42.675682	50.184471	0.037241	0.000065	0.001964	0.001378	0.000048	0.000344	0.001532	
9	69	150	1917	20.000000	5	289618	5396	-45.170403	-41.773758	0.032214	0.000080	0.001204	0.000578	0.000049	0.000214	0.000903	
12	5	226	1272	20.000000	5	288971	4663	16.181883	21.002268	0.024236	0.000093	0.000988	0.000336	0.000037	0.000291	0.001372	
4	7	279	1027	20.000000	5	287840	3337	-28.969149	-25.788334	0.040568	0.000113	0.000314	0.000935	0.000069	0.000176	0.001102	
7	69	149	1917	20.000000	5	287700	3543	-44.755074	-41.979942	0.025273	0.000097	0.001087	0.000213	0.000041	0.000097	0.000798	
16	65	221	1290	20.000000	5	286602	4211	59.950386	62.790916	0.037630	0.000141	0.000360	0.000643	0.000062	0.000322	0.000892	
9	67	150	1890	20.000000	5	285541	7436	-45.129883	-40.382011	0.033681	0.000041	0.000613	0.000894	0.000065	0.000206	0.001352	
4	12	279	1014	20.000000	5	284200	15635	-6.978225	-2.814333	0.027593	0.000075	0.000618	0.003377	0.000063	0.000418	0.002075	
7	67	149	1890	20.000000	5	283650	5522	-41.724373	-38.938843	0.036222	0.000088	0.000458	0.000861	0.000064	0.000153	0.001092	
16	5	221	1272	20.000000	5	282606	3776	42.706551	45.518867	0.024975	0.000057	0.000358	0.000580	0.000046	0.000201	0.000619	
15	7	272	1027	20.000000	5	280644	10610	-24.881992	-21.253208	0.028183	0.000111	0.001384	0.001337	0.000065	0.000432	0.002000	
15	12	272	1014	20.000000	5	277095	5181	-26.865471	-23.720909	0.029711	0.000060	0.000708	0.000718	0.000139	0.000243	0.001154	
11	11	300	917	20.000000	5	276318	9470	-27.293171	-22.452343	0.040017	0.000082	0.001071	0.001128	0.000072	0.000422	0.001865	
12	2	226	1212	20.000000	5	275351	7930	-32.114914	-27.350849	0.031066	0.000027	0.001046	0.000976	0.000033	0.000293	0.001253	
18	65	211	1290	20.000000	5	273692	2034	71.455177	74.422333	0.036789	0.000064	0.000351	0.000621	0.000066	0.000259	0.000600	
2	70	367	735	20.000000	5	270848	8186	-21.828594	-17.000702	0.023112	0.000043	0.000668	0.000762	0.000045	0.000347	0.001400	
2	71	367	735	20.000000	5	270848	8236	-22.211843	-17.362757	0.024235	0.000051	0.001180	0.000922	0.000065	0.000452	0.001147	
17	69	140	1917	20.000000	5	270438	3471	-46.148743	-43.543816	0.035247	0.000129	0.000823	0.000359	0.000044	0.000125	0.000886	
18	5	211	1272	20.000000	5	269876	2960	57.215820	59.565056	0.035549	0.000057	0.000384	0.001206	0.000073	0.000231	0.000828	
16	2	221	1212	20.000000	5	269286	10249	-31.561546	-27.529999	0.035537	0.000092	0.000740	0.001666	0.000057	0.000297	0.001943	
17	67	140	1890	20.000000	5	266631	11348	-42.763657	-38.305901	0.027511	0.000093	0.001954	0.000958	0.000073	0.000181	0.002374	
11	13	300	858	20.000000	5	258559	8928	-26.510336	-22.377909	0.034804	0.000064	0.001009	0.001164	0.000080	0.000545	0.002012	
18	2	211	1212	20.000000	5	257156	6558	-29.846754	-25.871853	0.029084	0.000053	0.000893	0.001198	0.000079	0.000242	0.001851	
4	11	279	917	20.000000	5	257040	12197	-0.112986	3.318810	0.032905	0.000095	0.000527	0.002142	0.000073	0.000380	0.002434	
0	69	133	1917	20.000000	5	257012	5396	-44.884140	-42.864342	0.032139	0.000088	0.000522	0.000838	0.000072	0.000196	0.000935	
21	69	133	1917	20.000000	5	257012	5396	-44.884140	-42.864342	0.023429	0.000092	0.000612	0.000969	0.000061	0.000139	0.001060	
0	67	133	1890	20.000000	5	253394	6662	-44.117050	-41.616829	0.036250	0.000091	0.000662	0.001312	0.000075	0.000212	0.001616	
21	67	133	1890	20.000000	5	253394	6662	-44.117050	-41.616829	0.027727	0.000099	0.000479	0.001366	0.000065	0.000141	0.001312	
11	6	300	836	20.000000	5	251937	8592	-23.981558	-16.931118	0.021221	0.000091	0.001224	0.000923	0.000062	0.000461	0.001791	
