
data/test1_2.hmm	4.445785	5.441633	5.432299	4.756939	5.431369	5.000000	5	0.287500	0.950413
data/test1_2.hmm	4.445785	5.441633	5.432299	5.441630	5.432299	20.000000	5	0.880000	2.909091
data/test1_2.hmm	4.445785	5.441633	5.432299	5.441630	5.432299	20.000000	5	0.880000	2.909091
data/test1_2.hmm	4.445785	5.441633	5.432299	5.441630	5.432299	20.000000	5	0.880000	2.909091
data/test1_2.hmm	4.445785	5.441633	5.432299	5.441630	5.432299	20.000000	5	0.880000	2.909091
data/test1_2.hmm	4.445785	5.441633	5.432299	5.441630	5.432299	20.000000	5	0.880000	2.909091
data/test1_2.hmm	4.445785	5.441633	5.432299	5.441633	5.432299	20.000000	5	0.880000	2.909091
data/test1_2.hmm	4.445785	5.441633	5.432299	5.441633	5.432299	20.000000	5	0.880000	2.909091
data/test1_2.hmm	4.445785	5.441633	5.432299	5.441633	5.432299	20.000000	5	0.880000	2.909091
data/test1_2.hmm	4.445785	5.441633	5.432299	5.441633	5.432299	20.000000	5	0.880000	2.909091
data/test1_2.hmm	4.445785	5.441633	5.432299	5.441633	5.432299	20.000000	5	0.880000	2.909091
data/test1_2.hmm	4.445785	5.441633	5.432299	5.441630	5.432299	20.000000	5	0.880000	2.909091
data/test1_2.hmm	4.445785	5.441633	5.432299	2.414666	5.431369	5.000000	5	0.287500	0.950413
data/test1_2.hmm	4.445785	5.441633	5.432299	5.441633	5.432299	5.000000	5	0.287500	0.950413
data/test1_2.hmm	4.445785	5.441633	5.432299	5.441633	5.432299	5.000000	5	0.287500	0.950413
data/test1_2.hmm	4.445785	5.441633	5.432299	5.441633	5.432299	5.000000	5	0.287500	0.950413
data/test1_2.hmm	4.445785	5.441633	5.432299	2.414666	5.431369	5.000000	5	0.287500	0.950413
data/test1_2.hmm	4.445785	5.441633	5.432299	-4.288918	5.431676	10.000000	5	0.585000	1.933884
data/test1_2.hmm	4.445785	5.441633	5.432299	-4.288918	5.431676	10.000000	5	0.585000	1.933884
data/test1_2.hmm	4.445785	5.441633	5.432299	-4.288918	5.431676	10.000000	5	0.585000	1.933884
data/test1_2.hmm	4.445785	5.441633	5.432299	-4.288918	5.431676	10.000000	5	0.585000	1.933884
data/test1_2.hmm	4.445785	5.441633	5.432299	-4.288918	5.431676	10.000000	5	0.585000	1.933884
data/test1_2.hmm	4.445785	5.441633	5.432299	-4.288918	5.431676	10.000000	5	0.585000	1.933884
data/test1_2.hmm	4.445785	5.441633	5.432299	-4.288918	5.431676	10.000000	5	0.585000	1.933884
data/test1_2.hmm	4.445785	5.441633	5.432299	-4.288918	5.431676	10.000000	5	0.585000	1.933884
data/test1_2.hmm	4.445785	5.441633	5.432299	-4.288918	5.431676	10.000000	5	0.585000	1.933884
data/test1_2.hmm	4.445785	5.441633	5.432299	2.414666	5.431369	5.000000	5	0.287500	0.950413
data/test1_2.hmm	4.445785	5.441633	5.432299	2.414666	5.431369	5.000000	5	0.287500	0.950413
data/test1_2.hmm	4.445785	5.441633	5.432299	2.414666	5.431369	5.000000	5	0.287500	0.950413
data/test1_2.hmm	4.445785	5.441633	5.432299	2.414666	5.431369	5.000000	5	0.287500	0.950413
data/test1_2.hmm	4.445785	5.441633	5.432299	2.414666	5.431369	5.000000	5	0.287500	0.950413
data/test1_2.hmm	4.445785	5.441633	5.432299	5.441633	5.432299	5.000000	5	0.287500	0.950413
data/test1_2.hmm	4.445785	5.441633	5.432299	5.441633	5.432299	5.000000	5	0.287500	0.950413
data/test1_2.hmm	4.445785	5.441633	5.432299	5.441633	5.432299	5.000000	5	0.287500	0.950413
data/test1_2.hmm	4.445785	5.441633	5.432299	5.441633	5.432299	5.000000	5	0.287500	0.950413
data/test1_2.hmm	4.445785	5.441633	5.432299	5.441633	5.432299	5.000000	5	0.947500	3.132231
data/test1_2.hmm	4.346769	5.342713	5.333457	5.342713	5.333457	5.000000	5	0.239583	0.950413
data/test1_2.hmm	4.346769	5.342713	5.333457	5.342713	5.333457	5.000000	5	0.239583	0.950413
data/test1_2.hmm	4.346769	5.342713	5.333457	5.342713	5.333457	5.000000	5	0.239583	0.950413
