=== HMM PROFILE ===
>>> NAME: AMH_N
=== TRANSITION PROBS ===
0	-inf	-inf	-inf	-11.2310	-inf	-inf	-inf	-inf	
1	-0.0256	-0.6196	-0.4858	-11.2342	-4.7946	-0.9551	-4.0723	-0.7725	
2	-0.0256	-0.6196	-0.4858	-11.2354	-4.7946	-0.9551	-4.0723	-0.7725	
3	-0.0256	-0.6196	-0.4858	-11.2358	-4.7946	-0.9551	-4.0723	-0.7725	
4	-0.0256	-0.6196	-0.4858	-11.2360	-4.7946	-0.9551	-4.0723	-0.7725	
5	-0.0256	-0.6196	-0.4858	-11.2360	-4.7946	-0.9551	-4.0723	-0.7725	
6	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
7	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
8	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
9	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
10	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
11	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
12	-0.2217	-0.3711	-0.4858	-11.3271	-2.3507	-0.9551	-2.2679	-1.1711	
13	-0.0281	-0.6196	-0.4319	-11.2666	-4.7036	-1.0477	-3.9812	-0.7725	
14	-0.0256	-0.6196	-0.4858	-11.2475	-4.7946	-0.9551	-4.0723	-0.7725	
15	-0.0256	-0.6196	-0.4858	-11.2404	-4.7946	-0.9551	-4.0723	-0.7725	
16	-0.0256	-0.6196	-0.4858	-11.2377	-4.7946	-0.9551	-4.0723	-0.7725	
17	-0.0256	-0.6196	-0.4858	-11.2367	-4.7946	-0.9551	-4.0723	-0.7725	
18	-0.0256	-0.6196	-0.4858	-11.2363	-4.7946	-0.9551	-4.0723	-0.7725	
19	-0.0256	-0.6196	-0.4858	-11.2362	-4.7946	-0.9551	-4.0723	-0.7725	
20	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
21	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
22	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
23	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
24	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
25	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
26	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
27	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
28	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
29	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
30	-0.0918	-0.6196	-0.4858	-11.3005	-2.6503	-0.9551	-4.0723	-0.7725	
31	-0.0274	-0.6196	-0.4459	-11.2584	-4.7302	-1.0223	-4.0079	-0.7725	
32	-0.0256	-0.6196	-0.4858	-11.2444	-4.7946	-0.9551	-4.0723	-0.7725	
33	-0.0256	-0.6196	-0.4858	-11.2392	-4.7946	-0.9551	-4.0723	-0.7725	
34	-0.0256	-0.6196	-0.4858	-11.2373	-4.7946	-0.9551	-4.0723	-0.7725	
35	-0.0256	-0.6196	-0.4858	-11.2365	-4.7946	-0.9551	-4.0723	-0.7725	
36	-0.0256	-0.6196	-0.4858	-11.2362	-4.7946	-0.9551	-4.0723	-0.7725	
37	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
38	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
39	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
40	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
41	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
42	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
43	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
44	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
45	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
46	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
47	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
48	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
49	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
50	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
51	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
52	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
53	-0.1192	-0.6554	-0.4858	-11.2361	-4.7946	-0.9551	-2.2627	-0.7324	
54	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
55	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
56	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
57	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
58	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
59	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
60	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
61	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
62	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
63	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
64	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
65	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
66	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
67	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
68	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
69	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
70	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
71	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
72	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
73	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
74	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
75	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
76	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
77	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
78	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
79	-0.2998	-0.6196	-0.4858	-11.5023	-1.4187	-0.9551	-4.0723	-0.7725	
80	-0.0336	-0.6196	-0.7174	-11.3655	-4.5284	-0.6695	-3.8060	-0.7725	
81	-0.0336	-0.6196	-0.3642	-11.2740	-4.5284	-1.1867	-3.8060	-0.7725	
82	-0.0256	-0.6196	-0.4858	-11.2502	-4.7946	-0.9551	-4.0723	-0.7725	
83	-0.0256	-0.6196	-0.4858	-11.2414	-4.7946	-0.9551	-4.0723	-0.7725	
84	-0.0256	-0.6196	-0.4858	-11.2381	-4.7946	-0.9551	-4.0723	-0.7725	
85	-0.0256	-0.6196	-0.4858	-11.2368	-4.7946	-0.9551	-4.0723	-0.7725	
86	-0.0256	-0.6196	-0.4858	-11.2364	-4.7946	-0.9551	-4.0723	-0.7725	
87	-0.0256	-0.6196	-0.4858	-11.2362	-4.7946	-0.9551	-4.0723	-0.7725	
88	-0.2217	-0.6677	-0.4858	-11.2361	-4.7946	-0.9551	-1.6578	-0.7192	
89	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
90	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
91	-0.0256	-0.6196	-0.4858	-11.2361	-4.7946	-0.9551	-4.0723	-0.7725	
