[0](ST_S,0,0)
[1](ST_N,0,0)
[2](ST_N,1,0)
[3](ST_N,2,0)
[4](ST_N,3,0)
[5](ST_N,4,0)
[6](ST_N,5,0)
[7](ST_N,6,0)
[8](ST_N,7,0)
[9](ST_N,8,0)
[10](ST_N,9,0)
[11](ST_N,10,0)
[12](ST_N,11,0)
[13](ST_N,12,0)
[14](ST_N,13,0)
[15](ST_N,14,0)
[16](ST_N,15,0)
[17](ST_N,16,0)
[18](ST_N,17,0)
[19](ST_N,18,0)
[20](ST_N,19,0)
[21](ST_N,20,0)
[22](ST_N,21,0)
[23](ST_N,22,0)
[24](ST_N,23,0)
[25](ST_N,24,0)
[26](ST_N,25,0)
[27](ST_N,26,0)
[28](ST_N,27,0)
[29](ST_N,28,0)
[30](ST_N,29,0)
[31](ST_N,30,0)
[32](ST_N,31,0)
[33](ST_N,32,0)
[34](ST_N,33,0)
[35](ST_N,34,0)
[36](ST_N,35,0)
[37](ST_N,36,0)
[38](ST_N,37,0)
[39](ST_N,38,0)
[40](ST_N,39,0)
[41](ST_N,40,0)
[42](ST_N,41,0)
[43](ST_N,42,0)
[44](ST_N,43,0)
[45](ST_N,44,0)
[46](ST_N,45,0)
[47](ST_N,46,0)
[48](ST_N,47,0)
[49](ST_N,48,0)
[50](ST_N,49,0)
[51](ST_N,50,0)
[52](ST_N,51,0)
[53](ST_N,52,0)
[54](ST_N,53,0)
[55](ST_N,54,0)
[56](ST_N,55,0)
[57](ST_N,56,0)
[58](ST_N,57,0)
[59](ST_N,58,0)
[60](ST_N,59,0)
[61](ST_N,60,0)
[62](ST_N,61,0)
[63](ST_N,62,0)
[64](ST_N,63,0)
[65](ST_N,64,0)
[66](ST_N,65,0)
[67](ST_N,66,0)
[68](ST_N,67,0)
[69](ST_N,68,0)
[70](ST_N,69,0)
[71](ST_N,70,0)
[72](ST_N,71,0)
[73](ST_N,72,0)
[74](ST_N,73,0)
[75](ST_N,74,0)
[76](ST_N,75,0)
[77](ST_N,76,0)
[78](ST_N,77,0)
[79](ST_N,78,0)
[80](ST_N,79,0)
[81](ST_N,80,0)
[82](ST_N,81,0)
[83](ST_N,82,0)
[84](ST_N,83,0)
[85](ST_N,84,0)
[86](ST_N,85,0)
[87](ST_N,86,0)
[88](ST_N,87,0)
[89](ST_N,88,0)
[90](ST_N,89,0)
[91](ST_N,90,0)
[92](ST_N,91,0)
[93](ST_N,92,0)
[94](ST_N,93,0)
[95](ST_N,94,0)
[96](ST_N,95,0)
[97](ST_N,96,0)
[98](ST_N,97,0)
[99](ST_N,98,0)
[100](ST_N,99,0)
[101](ST_N,100,0)
[102](ST_N,101,0)
[103](ST_N,102,0)
[104](ST_N,103,0)
[105](ST_N,104,0)
[106](ST_N,105,0)
[107](ST_N,106,0)
[108](ST_N,107,0)
[109](ST_N,108,0)
[110](ST_N,109,0)
[111](ST_N,110,0)
[112](ST_N,111,0)
[113](ST_N,112,0)
[114](ST_N,113,0)
[115](ST_N,114,0)
[116](ST_N,115,0)
[117](ST_N,116,0)
[118](ST_N,117,0)
[119](ST_N,118,0)
[120](ST_N,119,0)
[121](ST_N,120,0)
[122](ST_N,121,0)
[123](ST_N,122,0)
[124](ST_N,123,0)
[125](ST_N,124,0)
[126](ST_N,125,0)
[127](ST_N,126,0)
[128](ST_N,127,0)
[129](ST_N,128,0)
[130](ST_N,129,0)
[131](ST_N,130,0)
[132](ST_N,131,0)
[133](ST_N,132,0)
[134](ST_N,133,0)
[135](ST_N,134,0)
[136](ST_N,135,0)
[137](ST_N,136,0)
[138](ST_N,137,0)
[139](ST_N,138,0)
[140](ST_N,139,0)
[141](ST_N,140,0)
[142](ST_N,141,0)
[143](ST_N,142,0)
[144](ST_N,143,0)
[145](ST_N,144,0)
[146](ST_N,145,0)
[147](ST_N,146,0)
[148](ST_N,147,0)
[149](ST_N,148,0)
[150](ST_N,149,0)
[151](ST_N,150,0)
[152](ST_N,151,0)
[153](ST_N,152,0)
[154](ST_N,153,0)
[155](ST_N,154,0)
[156](ST_N,155,0)
[157](ST_N,156,0)
[158](ST_N,157,0)
[159](ST_B,0,0)
[160](ST_M,158,8)
[161](ST_M,159,9)
[162](ST_M,160,10)
[163](ST_M,161,11)
[164](ST_M,162,12)
[165](ST_M,163,13)
[166](ST_M,164,14)
[167](ST_M,165,15)
[168](ST_M,166,16)
[169](ST_M,167,17)
[170](ST_M,168,18)
[171](ST_M,169,19)
[172](ST_M,170,20)
[173](ST_M,171,21)
[174](ST_M,172,22)
[175](ST_M,173,23)
[176](ST_M,174,24)
[177](ST_M,175,25)
[178](ST_M,176,26)
[179](ST_M,177,27)
[180](ST_I,178,27)
[181](ST_I,179,27)
[182](ST_I,180,27)
[183](ST_I,181,27)
[184](ST_M,182,28)
[185](ST_M,183,29)
[186](ST_M,184,30)
[187](ST_M,185,31)
[188](ST_M,186,32)
[189](ST_M,187,33)
[190](ST_M,188,34)
[191](ST_M,189,35)
[192](ST_M,190,36)
[193](ST_M,191,37)
[194](ST_M,192,38)
[195](ST_M,193,39)
[196](ST_M,194,40)
[197](ST_M,195,41)
[198](ST_M,196,42)
[199](ST_M,197,43)
[200](ST_M,198,44)
[201](ST_M,199,45)
[202](ST_M,200,46)
[203](ST_M,201,47)
[204](ST_M,202,48)
[205](ST_M,203,49)
[206](ST_M,204,50)
[207](ST_M,205,51)
[208](ST_M,206,52)
[209](ST_M,207,53)
[210](ST_M,208,54)
[211](ST_M,209,55)
[212](ST_M,210,56)
[213](ST_M,211,57)
[214](ST_M,212,58)
[215](ST_M,213,59)
[216](ST_M,214,60)
[217](ST_M,215,61)
[218](ST_M,216,62)
[219](ST_M,217,63)
[220](ST_M,218,64)
[221](ST_M,219,65)
[222](ST_M,220,66)
[223](ST_M,221,67)
[224](ST_M,222,68)
[225](ST_M,223,69)
[226](ST_M,224,70)
[227](ST_M,225,71)
[228](ST_M,226,72)
[229](ST_M,227,73)
[230](ST_M,228,74)
[231](ST_E,0,0)
[232](ST_C,0,0)
[233](ST_C,229,0)
[234](ST_C,230,0)
[235](ST_C,231,0)
[236](ST_C,232,0)
[237](ST_C,233,0)
[238](ST_C,234,0)
[239](ST_C,235,0)
[240](ST_C,236,0)
[241](ST_C,237,0)
[242](ST_C,238,0)
[243](ST_C,239,0)
[244](ST_C,240,0)
[245](ST_C,241,0)
[246](ST_C,242,0)
[247](ST_C,243,0)
[248](ST_C,244,0)
[249](ST_C,245,0)
[250](ST_C,246,0)
[251](ST_C,247,0)
[252](ST_C,248,0)
[253](ST_C,249,0)
[254](ST_C,250,0)
[255](ST_C,251,0)
[256](ST_C,252,0)
[257](ST_C,253,0)
[258](ST_C,254,0)
[259](ST_C,255,0)
[260](ST_C,256,0)
[261](ST_C,257,0)
[262](ST_C,258,0)
[263](ST_C,259,0)
[264](ST_C,260,0)
[265](ST_C,261,0)
[266](ST_C,262,0)
[267](ST_C,263,0)
[268](ST_C,264,0)
[269](ST_C,265,0)
[270](ST_C,266,0)
[271](ST_C,267,0)
[272](ST_C,268,0)
[273](ST_C,269,0)
[274](ST_C,270,0)
[275](ST_C,271,0)
[276](ST_C,272,0)
[277](ST_C,273,0)
[278](ST_C,274,0)
[279](ST_C,275,0)
[280](ST_C,276,0)
[281](ST_C,277,0)
[282](ST_C,278,0)
[283](ST_C,279,0)
[284](ST_C,280,0)
[285](ST_C,281,0)
[286](ST_C,282,0)
[287](ST_C,283,0)
[288](ST_C,284,0)
[289](ST_C,285,0)
[290](ST_C,286,0)
[291](ST_C,287,0)
[292](ST_C,288,0)
[293](ST_C,289,0)
[294](ST_C,290,0)
[295](ST_C,291,0)
[296](ST_C,292,0)
[297](ST_C,293,0)
[298](ST_C,294,0)
[299](ST_C,295,0)
[300](ST_C,296,0)
[301](ST_C,297,0)
[302](ST_C,298,0)
[303](ST_C,299,0)
[304](ST_C,300,0)
[305](ST_C,301,0)
[306](ST_C,302,0)
[307](ST_C,303,0)
[308](ST_C,304,0)
[309](ST_C,305,0)
[310](ST_C,306,0)
[311](ST_C,307,0)
[312](ST_C,308,0)
[313](ST_C,309,0)
[314](ST_C,310,0)
[315](ST_C,311,0)
[316](ST_C,312,0)
[317](ST_C,313,0)
[318](ST_C,314,0)
[319](ST_C,315,0)
[320](ST_C,316,0)
[321](ST_C,317,0)
[322](ST_C,318,0)
[323](ST_C,319,0)
[324](ST_C,320,0)
[325](ST_C,321,0)
[326](ST_C,322,0)
[327](ST_C,323,0)
[328](ST_C,324,0)
[329](ST_C,325,0)
[330](ST_C,326,0)
[331](ST_C,327,0)
[332](ST_C,328,0)
[333](ST_C,329,0)
[334](ST_C,330,0)
[335](ST_C,331,0)
[336](ST_C,332,0)
[337](ST_C,333,0)
[338](ST_C,334,0)
[339](ST_C,335,0)
[340](ST_C,336,0)
[341](ST_C,337,0)
[342](ST_C,338,0)
[343](ST_C,339,0)
[344](ST_C,340,0)
[345](ST_C,341,0)
[346](ST_C,342,0)
[347](ST_C,343,0)
[348](ST_C,344,0)
[349](ST_C,345,0)
[350](ST_C,346,0)
[351](ST_C,347,0)
[352](ST_C,348,0)
[353](ST_C,349,0)
[354](ST_C,350,0)
[355](ST_C,351,0)
[356](ST_C,352,0)
[357](ST_C,353,0)
[358](ST_C,354,0)
[359](ST_C,355,0)
[360](ST_C,356,0)
[361](ST_C,357,0)
[362](ST_C,358,0)
[363](ST_C,359,0)
[364](ST_C,360,0)
[365](ST_C,361,0)
[366](ST_C,362,0)
[367](ST_C,363,0)
[368](ST_C,364,0)
[369](ST_C,365,0)
[370](ST_C,366,0)
[371](ST_C,367,0)
[372](ST_C,368,0)
[373](ST_C,369,0)
[374](ST_C,370,0)
[375](ST_C,371,0)
[376](ST_C,372,0)
[377](ST_C,373,0)
[378](ST_C,374,0)
[379](ST_C,375,0)
[380](ST_C,376,0)
[381](ST_C,377,0)
[382](ST_C,378,0)
[383](ST_C,379,0)
[384](ST_C,380,0)
[385](ST_C,381,0)
[386](ST_C,382,0)
[387](ST_C,383,0)
[388](ST_C,384,0)
[389](ST_C,385,0)
[390](ST_C,386,0)
[391](ST_C,387,0)
[392](ST_C,388,0)
[393](ST_C,389,0)
[394](ST_C,390,0)
[395](ST_C,391,0)
[396](ST_C,392,0)
[397](ST_T,0,0)

