##### DP MATRIX ##### 
XDIM	21	15

XTRACE
M_ST	4	4
M_ST	5	5
M_ST	6	6
M_ST	7	7
M_ST	8	8
M_ST	9	9
M_ST	10	10
M_ST	11	11
M_ST	12	12
M_ST	13	13
M_ST	14	14
M_ST	15	15
/

##### NORMAL STATES #####
XMATRIX
#	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	
M 0	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	
I 0	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	
D 0	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	

M 1	-inf	-10.121	-7.873	-9.907	-8.783	-9.853	-9.054	-10.126	-10.210	-9.853	-8.885	-7.875	-10.428	-10.199	-9.853	-6.101	
I 1	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	
D 1	-inf	-inf	-15.034	-12.746	-13.418	-13.284	-13.775	-13.583	-14.064	-14.376	-14.315	-13.591	-12.628	-13.424	-13.986	-14.156	

M 2	-inf	-10.112	-9.397	-8.693	-8.157	-9.298	-9.790	-9.575	-10.044	-9.757	-8.230	-9.004	-9.310	-9.891	-9.753	-8.819	
I 2	-inf	-14.311	-12.063	-14.096	-12.973	-14.043	-13.244	-14.316	-14.399	-14.043	-13.075	-12.065	-14.618	-14.389	-14.043	-inf	
D 2	-inf	-inf	-15.024	-14.136	-13.402	-12.825	-13.279	-13.748	-13.896	-14.209	-14.193	-13.016	-13.250	-13.520	-13.932	-14.077	

M 3	-inf	-9.761	-9.439	-8.561	-8.759	-8.690	-9.259	-9.456	-9.129	-9.476	-9.015	-8.686	-9.492	-9.362	-9.440	-9.262	
I 3	-inf	-13.925	-12.449	-12.755	-12.126	-13.253	-13.304	-13.529	-13.904	-13.596	-12.205	-12.307	-13.359	-13.788	-13.593	-inf	
D 3	-inf	-inf	-14.673	-14.105	-13.287	-13.223	-13.156	-13.447	-13.692	-13.605	-13.777	-13.558	-13.261	-13.612	-13.717	-13.806	

M 4	-inf	-10.101	-9.201	-9.705	-6.202	-9.256	-9.317	-9.623	-9.972	-9.432	-7.984	-8.932	-9.858	-9.699	-9.520	-8.517	
I 4	-inf	-13.563	-12.711	-12.372	-12.230	-12.603	-13.021	-13.228	-13.089	-13.264	-12.392	-12.279	-13.188	-13.241	-13.238	-inf	
D 4	-inf	-inf	-15.013	-13.968	-14.065	-11.094	-11.936	-12.658	-13.278	-13.813	-13.841	-12.757	-13.083	-13.645	-13.912	-13.933	

M 5	-inf	-8.886	-9.528	-8.842	-9.631	-3.679	-8.719	-8.410	-9.432	-6.053	-9.297	-8.597	-8.440	-8.428	-5.986	-9.621	
I 5	-inf	-13.619	-12.743	-12.758	-10.321	-12.717	-12.947	-13.209	-13.308	-13.114	-11.858	-12.393	-13.310	-13.256	-13.156	-inf	
D 5	-inf	-inf	-13.798	-13.891	-13.465	-13.786	-8.589	-9.528	-10.426	-11.331	-10.729	-11.607	-12.234	-12.574	-12.737	-10.839	

M 6	-inf	-9.146	-8.206	-9.096	-9.275	-8.687	-0.539	-8.098	-8.828	-8.626	-6.935	-8.315	-8.478	-8.126	-8.229	-6.234	
I 6	-inf	-12.838	-12.918	-12.557	-11.030	-7.865	-12.541	-12.375	-13.131	-10.217	-12.277	-12.265	-12.420	-12.399	-10.153	-inf	
D 6	-inf	-inf	-14.059	-12.979	-13.277	-13.516	-13.250	-5.452	-6.405	-7.359	-8.308	-9.191	-10.101	-10.964	-11.636	-12.136	

M 7	-inf	-6.503	-9.460	-8.598	-9.582	-8.397	-8.030	1.769	-6.918	-6.729	-8.255	-7.854	-8.748	-7.519	-7.802	-9.235	
I 7	-inf	-12.771	-12.154	-12.614	-11.629	-8.623	-4.729	-11.935	-12.672	-10.841	-10.989	-12.043	-12.203	-11.962	-10.723	-inf	
D 7	-inf	-inf	-11.416	-12.244	-12.649	-13.260	-12.970	-12.624	-3.143	-4.098	-5.052	-6.006	-6.958	-7.910	-8.837	-9.740	

M 8	-inf	-6.523	-7.601	-9.194	-9.344	-8.527	-8.146	-2.925	0.610	-3.677	-5.497	-6.608	-7.236	-6.662	-7.099	-8.838	
I 8	-inf	-10.637	-12.531	-12.350	-12.175	-9.356	-5.501	-2.421	-11.015	-10.514	-11.353	-11.663	-12.264	-11.402	-11.020	-inf	
D 8	-inf	-inf	-11.436	-11.757	-12.491	-13.078	-13.000	-12.716	-7.834	-4.291	-5.211	-6.152	-7.095	-8.034	-8.916	-9.760	

M 9	-inf	-8.487	-7.595	-7.995	-9.605	-8.288	-8.190	-5.557	-3.330	0.677	-4.366	-6.041	-6.473	-4.452	-6.351	-8.413	
I 9	-inf	-10.309	-11.592	-12.552	-12.505	-10.056	-6.271	-3.174	-3.580	-7.834	-9.603	-10.620	-11.243	-10.615	-10.816	-inf	
D 9	-inf	-inf	-13.399	-12.361	-12.397	-13.081	-12.840	-12.697	-10.428	-8.200	-4.228	-5.167	-6.114	-7.056	-7.781	-8.659	

M 10	-inf	-10.300	-7.095	-8.550	-7.724	-9.615	-8.141	-7.958	-5.122	-4.125	0.489	-2.992	-6.826	-7.283	-5.550	-3.542	
I 10	-inf	-10.896	-11.340	-11.907	-12.810	-10.653	-7.038	-3.943	-4.311	-3.507	-8.405	-9.959	-10.433	-8.580	-10.240	-inf	
D 10	-inf	-inf	-15.212	-11.991	-12.478	-12.264	-12.980	-12.706	-12.496	-10.002	-8.900	-4.419	-5.297	-6.248	-7.196	-8.057	

M 11	-inf	-9.923	-5.713	-7.967	-8.585	-8.277	-8.457	-8.030	-5.869	-5.135	-3.998	3.393	-4.147	-6.460	-6.974	-4.500	
I 11	-inf	-11.611	-10.922	-12.016	-11.741	-11.336	-7.800	-4.715	-5.069	-4.262	-3.696	-7.153	-10.413	-9.239	-9.493	-inf	
D 11	-inf	-inf	-14.835	-10.619	-11.334	-12.028	-12.388	-12.663	-12.531	-10.717	-9.867	-8.773	-1.519	-2.473	-3.427	-4.382	

M 12	-inf	-9.934	-9.995	-6.284	-9.395	-8.261	-8.421	-8.485	-6.191	-5.302	-5.788	-4.855	5.746	-2.458	-3.158	-5.610	
I 12	-inf	-12.220	-9.749	-11.730	-11.943	-11.579	-8.556	-5.487	-5.827	-5.021	-4.445	-0.796	-8.281	-9.587	-9.924	-inf	
D 12	-inf	-inf	-14.846	-14.564	-11.183	-12.030	-12.381	-12.641	-12.798	-11.035	-10.058	-10.151	-9.534	0.834	-0.120	-1.075	

M 13	-inf	-10.330	-9.506	-9.648	-5.927	-9.635	-9.183	-9.083	-7.494	-6.817	-4.531	-5.538	-3.156	4.396	-0.817	-0.893	
I 13	-inf	-12.713	-10.496	-10.350	-12.365	-11.707	-9.292	-6.257	-6.577	-5.769	-5.209	-1.568	1.556	-6.624	-7.313	-inf	
D 13	-inf	-inf	-15.242	-14.262	-14.142	-10.826	-11.720	-12.458	-12.969	-12.208	-11.515	-9.396	-9.706	-7.996	-0.516	-1.457	

M 14	-inf	-9.064	-9.710	-9.003	-9.660	-3.431	-8.930	-8.266	-7.671	-4.086	-6.773	-5.267	-2.427	1.021	6.843	-1.441	
I 14	-inf	-13.181	-11.184	-11.059	-10.070	-12.248	-10.028	-7.028	-7.336	-6.530	-5.919	-2.340	0.784	0.206	-4.961	-inf	
D 14	-inf	-inf	-13.976	-14.072	-13.631	-13.886	-8.342	-9.287	-10.190	-10.932	-8.944	-9.744	-9.712	-7.304	-3.879	1.932	

M 15	-inf	-10.399	-7.498	-9.750	-8.345	-9.603	-3.784	-9.172	-8.492	-8.088	-4.219	-5.044	-4.571	-1.243	0.084	9.440	
I 15	-inf	-12.850	-11.822	-11.603	-10.794	-7.617	-10.707	-7.791	-8.086	-6.982	-6.678	-3.111	0.013	-0.495	2.654	-inf	
D 15	-inf	-inf	-15.311	-12.389	-13.107	-12.887	-13.430	-8.693	-9.636	-10.533	-11.289	-9.088	-9.305	-9.105	-6.136	-4.729	

M 16	-inf	-10.419	-7.942	-8.499	-8.654	-9.046	-8.031	-5.206	-8.997	-8.679	-7.137	-3.342	-5.198	-2.067	-1.626	4.784	
I 16	-inf	-13.300	-11.348	-12.185	-11.245	-8.385	-7.944	-8.556	-8.837	-7.744	-7.125	-3.879	-0.759	-1.252	1.884	-inf	
D 16	-inf	-inf	-15.331	-12.822	-12.884	-13.000	-13.263	-12.697	-10.090	-10.989	-11.768	-11.637	-8.241	-8.859	-6.922	-6.305	

M 17	-inf	-9.364	-8.850	-8.336	-9.173	-8.431	-4.777	-7.703	-6.220	-8.289	-8.470	-6.660	-3.564	-1.561	-1.593	1.032	
I 17	-inf	-13.612	-11.433	-12.121	-11.654	-9.140	-8.687	-8.668	-9.582	-8.504	-7.866	-4.596	-1.532	-2.010	1.112	-inf	
D 17	-inf	-inf	-14.276	-13.555	-12.999	-13.324	-13.012	-9.676	-10.502	-10.588	-11.369	-12.026	-11.353	-8.455	-6.422	-6.156	

M 18	-inf	-6.721	-9.679	-9.051	-9.264	-8.492	-8.316	-2.444	-8.416	-6.247	-8.662	-8.702	-6.032	-1.569	-1.370	-0.881	
I 18	-inf	-13.192	-11.845	-12.000	-12.096	-9.848	-8.490	-9.358	-9.688	-9.236	-8.621	-5.365	-2.300	-2.733	0.342	-inf	
D 18	-inf	-inf	-11.634	-12.462	-12.960	-13.344	-13.061	-12.853	-7.355	-8.303	-9.119	-10.044	-10.929	-10.614	-6.475	-6.007	

